Date;N° HESSO;Date de début;Date de fin;Libellé;Statut
2014-05-30;36973;2013-05-01;2013-12-31;Conception, développement et support des technologies clouds `open source' orientées multimédia;AC
2013-12-05;36983;2013-09-01;2014-08-31;Sécurisation de l'administration des médicaments aux patients et suivi de l'observance thérapeutique par l'intermédiaire d'une application mobile.;RF
2013-05-22;37016;2013-05-01;2013-10-31;Conception, développement et support des technologies clouds `open source' orientées multimédia  ;AC
2013-05-30;37054;2013-05-30;2013-05-30;L'essai au risque du cinéma et de l'art contemporain : généalogie et état des lieux;RF
2013-05-30;37055;2012-03-01;2013-09-02;L'essai au risque du cinéma et de l'art contemporain : généalogie et état des lieux;AN
2013-09-16;37060;2013-09-01;2016-09-30;Structure Degradation Evaluation for environmental Legislation  ;EC
2015-11-02;37073;2013-05-01;2015-12-31;ESPACE Arve & Rhône  ;TS
2014-11-10;37095;2013-02-28;2014-06-30;EXITFLEX CTI : Analyse de l'écoulement dans une buse de pulvérisation de liquide;AC
2013-09-20;37216;2013-10-01;2016-02-29;Ecological Waste Management;EC
2015-01-27;37219;2013-06-10;2015-06-30;Concevoir et réaliser une application - Share;EC
2013-11-15;37236;2013-09-02;2016-09-02;Ecological Waste Collection;AN
2013-09-16;37237;2013-03-22;2013-04-30;Réalisation d'un inventaire et un benchmark des programmes d'encouragement aux économies d'énergie similaires existants pour les clients PME-I;AC
2014-11-07;37241;2013-04-01;2014-01-31;Projet interne CEDIC:"Patients migrant(es) sans statut légal en consultation dans un cabinet de physiothérapie à la Heds"  ;AC
2015-09-28;37301;2013-11-01;2015-04-30;Novel forecasting tools for very large scale time series systems;TA
2015-10-28;37304;2013-11-01;2015-08-31;Fashioning Movement;EC
2015-11-03;37371;2013-06-30;2014-12-31;ValDech : Production d'hydrocarbures à partir de déchets. Etude de faisabilité.  ;AC
2013-11-29;37382;2013-02-25;2013-10-31;Audit gestion es risques cour des comptes VD;AC
2013-06-24;37397;2010-10-01;2012-12-31;Multi-Site ARC services;AC
2013-12-17;37424;2013-03-01;2013-06-30;Accompagnement comité Direction du Genève Tourisme & Congrès (GT&C);AC
2014-07-09;37425;2013-03-01;2013-06-30;Mise en place d'une gestion des risques pour l'Office Cantonale des Assurances Sociales (OCAS) - partie 1;AC
2014-10-21;37473;2013-01-01;2015-12-31;Distributed Secure Processing for Enhanced Speech in Wireless Sensor Networks;RF
2014-09-04;37475;2013-05-01;2014-07-31;Swiss Academic Cloud;AC
2015-07-08;37527;2013-09-01;2015-12-31;Un service Web pour un simulateur de fluides hébergé dans le Cloud / A Web Service for a Cloud-based Fluid Simulator;EC
2014-10-27;37547;2013-09-01;2015-08-31;Airport Innovative and Robust Solutions in Ground  Movement Optimisation;RF
2014-06-02;37613;2013-03-07;2013-05-30;Impact of mode of delivery on the physical and psychological health of first-time parents;AC
2014-06-02;37614;2013-04-10;2013-05-30;Improving adolescent's eating habits through environmental interventions;AC
2014-12-16;37616;2013-09-01;2016-09-30;Gestion durable de la qualité des eaux de surface en milieu agricole et conséquences écologiques pour les cours d'eau.;EC
2015-07-17;37652;2013-06-10;2015-03-31;the present project will examine the influence of hip abductor fatigue of healthy volunteers aged 18 to 40 on kinematics and kinetics of the lower extremity at the moment of the landing after a single leg forward jump and sidestep cutting maneuver.;AC
2015-01-06;37662;2013-07-08;2014-12-31;Banque de données du logement - étape 2;AC
2015-07-24;37679;2013-07-01;2015-03-31;Dispositifs nanostructurés pour la régénération neuronale  ;TA
2015-07-07;37683;2014-03-01;2015-12-31;Novel inspection device for accurate assessment of critical defects such as fatigue and stress corrosion cracking (Integrated Circuit Hall Sensor Array (ICHSA) for NDT phase II)  ;EC
2014-10-27;37765;2014-01-31;2017-12-31;Public administration peer-empowered through holistic technology enhanced learning;RF
2013-12-27;37806;2013-09-01;2014-11-30;WIDD: Web Intelligence for Drug Development;RF
2013-12-27;37810;2013-12-01;2016-11-30;Web Intelligence for Rare Disease;RF
2013-12-09;37889;2013-11-11;2015-04-30;Clean Water Monitoring (I2_2013_009);RF
2013-11-18;37892;2013-11-25;2015-09-30;Wikinomics - Fostering collaborative key-competences for employability through free-licensing & wiki methodologies;EC
2014-12-03;37929;2013-05-01;2015-12-31;ESPACE Arve & Rhône _ SEUJET  ;AC
2013-11-28;37933;2014-01-01;2016-12-31;OI-Net, European Academic Network for Open Innovation;EC
2014-11-26;37976;2013-06-01;2015-12-31;Suivi des impacts de la vidange du barrage de Verbois : aspects piscicoles  ;EC
2014-11-11;38114;2014-05-01;2020-04-30;Engine for Question Answering in Agriculture;RF
2014-11-07;38116;2012-06-18;2013-01-18;Prescribing nutrition support in critically ill children;AC
2015-01-14;38243;2013-01-01;2014-12-31;Valorisation domaine : écriture d'un ouvrage scientifique en vue de sa publication intitulé "Réconciliation et citoyenneté démocratique au Rwanda" no TS-CR-09-13;TS
2015-04-13;38255;2013-10-01;2014-09-30;AltruIS, réseau social d'engagements comme outil de mesure de son engagement social;TS
2015-06-29;38275;2014-01-05;2015-03-31;Jumping and Injuries: the role of hip abductor strength;TS
2014-01-09;38277;2013-11-01;2015-04-30;"Multifunctional BIOcompatible surfaces due to tailored COATings";AN
2014-10-22;38297;2013-10-01;2014-01-31;Conception et mise en application d'une arborescence classificatoire au sein du SME;AC
2015-07-01;38351;2013-11-01;2015-10-31;ETF kit 2;AC
2014-05-09;38352;2013-01-01;2013-12-31;SOCLE SITE 2013-filière travail social;AC
2015-06-08;38385;2014-01-01;2014-10-31;Cost ' effectiveness of physical therapy interventions: a systematic review;AN
2014-11-07;38453;2014-03-01;2015-12-01;Conception et développement d'une application pour Smartphone destinée à lister la consommation alimentaire;EC
2015-10-08;38454;2014-04-01;2015-03-31;Bourse de relève du domaine TS Eva Nada "En attendant une place d'apprentissage, la prise en charge des jeunes peu qualifiés par l'assurance chômage en Suisse";TS
2015-01-29;38455;2013-09-30;2014-03-17;Enquête sur la perception de la forêt par les genevois;AC
2015-10-22;38456;2013-09-01;2015-12-31;Projet subvention pour FP7 - P. Ruch;EC
2015-10-22;38457;2013-09-01;2015-12-31;Projet subvention pour FP7 - D. Billard;EC
2014-11-07;38462;2014-04-01;2015-04-01;Impact de l'utilisation de la simulation avec patients standardisés vs. des jeux de rôles sur les compétences communicationnelles des étudiants en santé : un essai contrôlé randomisé;AC
2015-09-14;38463;2013-09-01;2015-12-31;Projet subvention pour FP7 - S. Emad;EC
2015-10-22;38464;2013-09-01;2015-12-31;Projet subvention pour FP7 - JPTrabichet;EC
2015-09-14;38465;2013-09-01;2015-12-31;Subvention pour FP7 - A. Kalousis;EC
2015-01-12;38492;2014-10-01;2016-09-30;Projet interne octobre 2013 "l'attribution d'aide  financière aux personnes surendettées. Une analyse sociologique de l'intervention des assistantes sociales et des assistants sociaux"-TS-RAD13-03;EC
2014-01-09;38514;2014-01-01;2014-01-01;Mesures expérimentales aux seins de mécanismes horlogers;RF
2015-09-23;38537;2013-06-01;2015-05-31;Head Mounted Display;TA
2014-07-29;38578;2013-10-16;2014-04-30;Ecoulement à la bouche d'entrée d'un dispositif d'aspiration de débrits 2.  ;AC
2014-01-22;38597;2014-01-01;2016-12-31;Biodiversité alpine menacée par le réchauffement climatique : pour une stratégie de conservation proactive et de valorisation durable des mares et étangs dans les Alpes suisses.  ;EC
2015-02-20;38602;2013-08-02;2013-10-11;Development of the Strategy for a Field of Action;AC
2015-10-20;38619;2014-07-01;2016-06-30;Projet CTI : Usinage par EDM de matériaux à faible conductivité et à haute valeur ajoutée, par l'utilisation d'un générateur à large plage de fonctionnement en tension, permettant également des régimes de finition de type ECM   ;EC
2015-10-14;38643;2013-10-01;2016-12-31;Clé d'identification des groupements végétaux de Suisse  ;EC
2015-02-04;38678;2013-11-01;2014-03-31;Territoires;RF
2015-04-23;38681;2014-01-01;2014-12-31;RODIN IV - 2014;AC
2015-06-17;38684;2014-01-01;2014-12-31;ACCEPT IV - 2014;AC
2015-10-13;38818;2013-10-01;2015-05-31;Lebensbedingungen und Handlungsansätze von Bauernhaushalten in schwierigen Situationen;TS
2015-04-22;38824;2014-04-01;2014-12-31;In vitro models for toxicity assessment  ;AC
2015-01-13;38880;2013-06-01;2016-05-01;Autonomous Knowledge Discovery;RF
2014-01-21;38881;2013-11-01;2015-10-31;A Microfluidic in-vitro perfusion-cell for radiooncological pharmaceutical testing;EC
2013-11-18;38882;2013-04-01;2015-03-31;Personalized Advertisements and Content for the Web;RF
2013-11-18;38883;2013-04-01;2016-03-31;Women and Men Lifestyle Intervention StratEgy ACTion ;RF
2014-04-03;38884;2013-11-01;2013-12-31;Bioalps;AC
2013-11-18;38961;2013-01-01;2013-12-31;Knowledge Discovery in Data and Knowledge Intensive Domains and High Dimensionality Small Sample settings;RF
2014-11-11;38962;2013-01-01;2015-12-31;Scientific Knowledge Discovery in Data and Knowledge Intensive;RF
2014-11-11;38964;2013-09-01;2015-08-31;Diversity regularizers for alternative model learning and ensemble learning;RF
2014-02-06;38967;2012-11-29;2013-05-28;Projet insertion du REAP 2012-2013-projet de 3 manifestations sur le thème de l'insertion. les 29 novembre 2012-7 février 2013 et 28 mai 2013;AC
2014-11-21;38969;2013-11-21;2014-05-15;Les jeudis de la filière Psychomotricité 2013-2014 ;AC
2015-04-02;38976;2014-01-01;2014-03-31;Simulation numérique de l'interaction jet d'eau haute pression-pneu  ;AC
2014-12-04;38983;2013-11-01;2014-02-28;Traitement du linge personnel des personnes âgées : étude de marché et de la valeur perçue;AC
2014-11-11;39023;2013-10-01;2016-09-30;Data-driven computer simulation of pathological gait resulting from contractures;EC
2013-12-09;39038;2014-01-01;2014-06-30;Info-Net Economy IV - Projet E-lib.ch ;EC
2015-02-11;39058;2013-04-23;2013-04-25;Promotion du domaine TS-Problèmes publics de la rue - Sans-abrisme, intervention sociale et gouvernement de la ville;AC
2015-10-28;39062;2014-03-01;2016-03-31;Cloud Based Design Support System for Urban Numeric Data;EC
2015-10-07;39070;2014-01-01;2015-10-31;Amélioration de la Zone Thermiquement affectée par LASER à impulsion courte ou electo-erosion.;EC
2014-04-03;39073;2013-11-01;2014-10-31;Sustainable Engineering Network (I5-2013-36).;AC
2014-06-13;39085;2014-01-01;2015-12-31;Mise en oeuvre de surfaces végétalisées adaptées aux changements climatiques en milieu urbain dense.  ;EC
2013-11-28;39103;2013-07-01;2015-12-31;Portail web de cartographie historique sur le Grand Genève;EC
2014-08-25;39117;2013-06-01;2014-12-31;Recherche d'un positionnement commun des PNR de l'Arc jurassien ;AC
2015-03-12;39119;2013-11-01;2015-06-30;Ferme de Budé;AC
2013-11-29;39136;2013-03-01;2015-12-31;Expérimentation 'Débit réservé' en Moyenne-Durance : réponses des communautés biologiques aux nouvelles modalités de gestion des débits au voisinage des ouvrages hydro-électriques  ;EC
2015-09-01;39145;2013-12-01;2014-03-31;OUTSIDER / INSIDER  Transformations systémiques de la création contemporaine;TA
2015-06-08;39146;2015-06-01;2017-06-30;Drill the brain through music or walking, impact of different training regimens on  age-induced cognitive decline;RF
2015-03-06;39147;2015-03-31;2015-07-17;Vitrage nanotec ' Des solutions nano pour contrôler les flux énergétiques à travers les vitres ainsi que pour améliorer leurs propriétés de surface tout en assurant leur transparence optique ;EC
2014-12-03;39152;2013-11-01;2013-12-31;Plante et cité Suisse (I5-2013-30);AC
2015-10-13;39160;2014-03-01;2015-06-30;Bourse de relève du domaine TS M. Andrès Gomensoro "le parcours éducatif des descendants d'immigrés en Suisse. Le cas des enfants d'immigrés albanophones d'Ex-Yougoslavie";TS
2014-10-16;39161;2013-06-13;2014-01-31;Contribution à l'étude du projet de renouvellement et d'extension de la vidéosurveillance sur les sites du SIS Genève;AC
2014-02-10;39163;2013-12-01;2015-11-30;Projet int. domaine TS : "Education supérieure, développement de compétences et opportunités d'insertion de jeunes femmes défavorisées en zone urbaine indienne";AC
2015-11-02;39165;2014-02-01;2015-10-31;Cloud computing for InTernet of Things Infrastructure;TS
2014-11-21;39166;2014-01-01;2016-03-31;"Development of technology building blocks for hte microengineering with long term sensing of tissues   cellular barrier function and structure"  ;EC
2014-11-21;39168;2014-01-01;2016-03-31;Development of technology building blocks for miniaturized label free biomarker detectors  ;EC
2015-06-08;39169;2015-06-01;2017-06-30;SimiX ' Simulating X-Ray images: From training to computer-assisted medicine;RF
2015-03-27;39170;2013-11-01;2013-12-31;Brenet (I5-2013-23);AC
2015-07-08;39172;2014-04-01;2015-11-30;Enveloppes solaires urbaines - valorisation du potentiel solaire actif des façades des bâtiments en milieu urbain.;EC
2014-02-14;39174;2014-01-01;2016-12-31;Végétal en Ville;EC
2014-07-02;39177;2014-01-01;2015-03-31;"Micro-usinage et polissage par ECM de matériaux à faible conductivité et à haute-valeur ajoutée,   par l'utilisation d'une source de tension et générateur adaptés."  ;RF
2015-11-03;39186;2013-11-01;2015-12-31;Diagnostic Biochips 2013   ;TA
2014-04-17;39191;2013-01-01;2013-06-30;forfait du domaine TS pour la préparation du projet externe FNS : "l'attribution d'aide  financière aux personnes surendettées. Une analyse sociologique de l'intervention des assistantes sociales et des assistants sociaux de Suisse Romande"   no TS-CR-18-;AC
2014-04-17;39193;2013-01-01;2013-06-30;forfait du domaine TS pour la préparation du projet externe FNS : "La construction de la dépendance au jeu comme problème de santé publique. Genèse  et usage d'une nouvelle catégorie médicale" no TS-CR-82-13;AC
2015-07-21;39195;2013-07-01;2014-12-31;Façades végétales démonstrateur;TA
2015-10-16;39198;2013-12-01;2015-06-30;Centre de compétences transfrontalier pour la planification et le suivi des quartiers durables;TA
2014-04-17;39199;2013-01-01;2013-06-30;forfait du domaine TS pour la préparation du projet externe FNS : "Citizenship as capabilities:the role of conversion factors for the inclusion of marginalized youth"   no TS-CR-24-13;AC
2014-04-17;39211;2013-01-01;2013-06-30;forfait du domaine TS pour la préparation du projet externe FNS : "The school environment and sense of belonging (Morocco, Saharan and pre-Saharan  region): an architectural project for an open and engaging school"  no TS-CR-17-13;AC
2015-09-23;39212;2013-11-01;2015-12-31;La nature au bénéfice de la ville et la ville au bénéfice de la nature.  ;EC
2015-06-23;39241;2013-10-01;2016-05-31;Evaluation de populations de cerfs par pièges photographiques  ;EC
2014-04-17;39256;2012-09-01;2012-12-31;forfait du domaine TS pour la préparation du projet externe FNS : "Formation des valeurs dans l'activité et construction de la professionnalité des éducateurs spécialisés" no TS-CR-19-13;AC
2014-03-11;39266;2014-04-01;2015-03-31;Application mobile "pilulier intelligent" permettant de sécuriser l'administration des médicaments au patient et d'effectuer le suivi de l'observance thérapeutique.;EC
2015-10-13;39272;2014-02-28;2016-02-28;Valorisation domaine TS de la recherche "la réflexivité dans l'activité des travailleurs sociaux:enjeux pour la professionnalisation" pour l'écriture d'un ouvrage scientifique en vue de sa publication auprès des Editions ies no TS-CR-21-13;TS
2014-06-16;39276;2013-09-01;2014-12-31;Valorisation domaine TS pour l'édition du livre : "L'ajustement dans tous ses états. Règles, émotions, distance et engagement dans les activités éducatives d'un centre de jour" no TS-CR-22-13 ;AC
2015-10-29;39335;2014-01-06;2015-09-30;Agrégation de charges flexibles.;TA
2015-10-22;39336;2013-09-01;2015-12-31;Projet subvention pour FP7 - S. Varone;EC
2015-04-09;39337;2014-01-01;2015-03-31;Flexible, cloud-based key opinion leader identification solution;AC
2014-04-17;39339;2012-10-01;2013-03-31;forfait du domaine TS pour la préparation du projet externe FNS : "L'accompagnement des artistes singuliers : quelles pratiques, quels enjeux et quelles perspectives ? Enquête menée au sein du réseau des acteurs romands qui interviennent directement et in;AC
2014-04-28;39340;2014-06-01;2015-11-30;SNIS - « Children of refugees in Europe : aspirations, social and economic lives, identity and transnational linkages »;EC
2014-04-17;39341;2012-07-01;2012-12-31;forfait du domaine TS pour la préparation du projet externe déposé auprès de la Fondation Leenaards : "Dilemmes et questionnements dans l'activité quotidienne des soignants auprès de personnes démentes en institution : Comment faire exister et maintenir a;AC
2014-04-17;39342;2012-10-01;2013-03-31;forfait du domaine TS pour la préparation du projet externe FNS : "Le pouvoir expérientiel du langage au service de la qualité des pratiques dans le champ de la protection de l'enfance" (division I), dépôt avril 2013. no TS-CR-16-13 ;AC
2015-04-23;39401;2014-09-01;2016-08-31;Création d'une infrastructure Linked Open Data Genevoise pour les Bibliothèques de la ville;EC
2014-04-17;39410;2013-01-01;2013-12-31;Valorisation domaine TS pour l'édition du livre : "La part sensible de l'acte. Présence au quotidien en éducation sociale" no TS-CR-11-13;AC
2014-12-03;39411;2013-11-07;2013-12-31;Projet d'évolution de la ferme et du parc de Budé  ;AC
2015-05-28;39412;2014-01-01;2014-12-31;inPACT - acquisition et valorisation de projets 2014;AC
2015-05-28;39413;2014-01-01;2014-12-31;inIT : Acquisition et valorisation de projets 2014;AC
2015-05-06;39414;2014-01-01;2014-12-31;Acquisition et valorisation inSTI 2014.;AC
2015-05-12;39415;2014-01-01;2014-12-31;Acquisition et valorisation inTNE 2014.;AC
2014-04-17;39438;2013-01-01;2013-05-31;forfait du domaine TS pour la préparation du projet : "Déterminants sociaux et sanitaires de l'alimentation des accouchées. Pour une approche intégrée de santé maternelle en milieu rural akan de Côte d'Ivoire" no TS-CR-80-13;AC
2015-10-26;39440;2013-01-01;2013-12-31;Valorisation domaine TS pour la traduction d'un article scientifique : "Ethnography of a Political Ritual:Discourses of Authorities to New Swiss Citizens" no TS-CR-35-13;AC
2015-02-04;39458;2013-12-01;2014-03-31;Signalisation, signalétique : les défis de la digitalisation;RF
2014-07-14;39477;2014-02-01;2015-10-31;RSD GLASS Infonomics;EC
2015-09-23;39478;2013-01-01;2014-12-31;Mulch liquide  ;TA
2015-09-04;39480;2014-01-01;2015-06-30;Establishing a promising 'Quicktest' for food-borne microbial enterotoxins SE,  serving to trace safety risks in the food chain   ;TA
2014-01-29;39501;2013-05-01;2013-12-31;Projet de recherche en analyse de l'activité dans le secteur de la petite enfance de la commune de Vernier en 2013-"Travail d'intégration à l'oeuvre dans l'activité des éducateurs-trices de l'enfance de la Commune de Vernier";AC
2015-05-21;39503;2013-12-01;2016-04-30;Evaluation des comportements des ongulés face aux réflécteurs d'avertissement routiers  ;EC
2014-02-28;39615;2013-02-01;2013-10-03;Enquête des habitants de l'arc lémanique, Forum 2013 "Et maintenant ?";AC
2015-09-17;39736;2013-12-01;2015-02-28;E'criture mobile: Contenus modulaires sur supports e'lectroniques  ;EC
2014-10-16;39784;2014-01-01;2016-01-31;Smart & Intelligent Hydrogel-Based Scaffolds for Tissue Engineering and its Application for Construction of Diagnostic Biochips ;EC
2014-03-14;39794;2013-12-06;2014-10-30;Rénovation du Système d'information;AC
2015-10-07;39807;2014-04-01;2014-12-31;Information Technology for tomorrow's health management: facilitating the handling  and interpretation of omics and other Big Data;OF
2015-07-13;39875;2014-01-01;2015-11-30;Carthographie du potentiel d'infiltration des eaux de chaussée des routes nationales par les  bas-côtés,  ;EC
2015-04-13;39904;2013-11-01;2014-12-31;EcoSwissMade: Ecoconception et efficience énergétique, un impact fort sur le maintien et le développement d'une industrie manufacturière suisse éco-compatible. ;AC
2014-08-21;39920;2014-01-20;2014-04-30;Enquête sur la sécurité des entreprises - Ville de Meyrin;AC
2014-12-03;39929;2014-10-01;2015-12-31;Projet int. : "Transnational social movement of vulnerable groups: the case of sex workers and irregular migrants" ;EC
2014-11-18;39940;2014-01-01;2017-12-31;Programme thématique "Energy District 2050" - Gestion du programme;AC
2015-10-26;39941;2014-01-01;2015-06-30;Bus-DC pour microgrid ;TA
2015-07-16;39951;2014-02-01;2015-06-30;Imprimante 3D permettant la fabrication de pièces métalliques et céramiques par déposition d'un solvant sur des granulés poudre-liant - Projet I1;TA
2014-11-12;39971;2014-09-01;2017-08-31;Literature-driven enhancement of ion channel simulations;RF
2015-10-07;39972;;;Information and computational service infrastructure network to support biomedical research in Switzerland (BioMedITS);EP
2015-09-29;40010;2014-01-01;2015-09-30;Semences du mont Blanc  ;TA
2015-05-11;40018;2014-01-15;2015-12-31;Micromac_Study;EC
2015-09-07;40119;2014-01-01;2015-06-30;Energy Management Gateway for Buildings ' Intégration des bâtiments intelligents dans la gestion des réseaux de distribution;TA
2015-09-24;40122;2014-01-17;2014-12-31;Subvention HES-SO projet européen Wikinomics;AC
2015-09-24;40124;2014-01-17;2014-12-31;Subvention HES-SO projet européen OI-NET;AC
2014-12-09;40125;2014-01-17;2014-12-31;Subvention HES-SO projet européen ICAIR;AC
2015-09-24;40127;2014-01-17;2014-12-31;Subvention HES-SO projet européen PEER360;AC
2015-09-23;40128;2014-01-01;2015-12-31;Partenariat SCANE-LEEA_2014;AC
2015-09-24;40129;2014-01-17;2014-12-31;Subventions projet européen AIR-OPT;AC
2015-09-09;40130;2014-01-17;2014-12-31;Subvention HES-SO projet européen PAC Web;AC
2015-03-24;40158;2014-01-01;2015-12-31;Micro-biosystèmes personnalisable à des applications spécifiques en pharmacologie et médecine (toxicologie, diagnostic, Point-Of-Care);EC
2015-03-24;40192;2014-04-01;2015-09-30;Monitoring de la biodiversité urbaine ;EC
2014-02-12;40211;2014-01-01;2016-12-31;Etablissement et optimisation d'un réseau de surveillance des ennemis des plantes cultivées émergents dans un contexte de changements climatiques.  ;EC
2014-10-11;40249;2014-03-01;2015-12-31;Energie et rénovation ' Méthodes et outils pour la rénovation énergétique des bâtiments ;EC
2015-10-27;40252;2014-02-01;2015-12-31;Cohabitation ville-nature: vulnérabilité globale du bâti et des infrastructures  Etude de l'augmentation des risques générés par l'étalement urbain pour l'homme et la nature.   ;TS
2014-08-20;40253;2014-01-01;2018-12-31;Le sol: régulateur du climat en milieu urbain;EC
2014-06-02;40257;2014-05-01;2015-12-31;Transitions habitat/nature. Nouvelles typologies d'espaces de transition entre l'habitat et la nature, pensées  dans l'interdisciplinarité, pour accueillir plus de variétés et de diversités (biologiques et humaines) dans les  territoires urbains.;EC
2015-10-12;40258;2014-02-01;2015-09-30;iNUIT-2014: ArchSensor : vers une architecture web of things sémantique pour des capteurs distribués;TA
2014-10-29;40265;2014-01-01;2016-01-01;Membranes,channels and chambers with integrated three dimensional shaped flow sensors ;EC
2014-05-08;40272;2013-07-01;2014-06-30;Publication FNS : "La part sensible de l'acte" Joëlle Libois  Réf. B-0010_150386;AC
2014-06-10;40299;2014-05-01;2015-12-31;Transitions habitat/nature. Nouvelles typologies d'espaces de transition entre l'habitat et la nature, pensées  dans l'interdisciplinarité, pour accueillir plus de variétés et de diversités (biologiques et humaines) dans les  territoires urbains.;EC
2014-06-02;40302;2013-11-01;2015-12-31;La nature au be'ne'fice de la ville et la ville au be'ne'fice de la nature.  ;EC
2014-12-03;40363;2014-01-01;2014-12-31;Plante et cité Suisse (I5-2013-30);AC
2015-04-01;40364;2014-01-01;2014-12-31;Brenet (I5-2013-23);AC
2015-11-03;40391;2013-12-11;2013-12-11;Promotion du domaine TS : Sécuriser et humaniser ? Les enjeux contemporains de la détention des mineurs;AC
2014-10-31;40399;2014-01-01;2024-12-31;Cofinancement institut inSTI 2014_2024;EC
2014-10-31;40400;2014-01-01;2024-12-31;Cofin inTNE 2014_2024;EC
2014-11-10;40403;2014-03-03;2014-12-31;Prime à 'obtention d'un projet inter-établissement avec financement exogène - Projet MICRO-EDM-MILLING II EXEC N° 25638.;AC
2015-04-02;40420;2014-01-01;2024-12-31;Cofinancement institut inPACT 2014_2024;EC
2014-10-31;40421;2014-01-01;2024-12-31;Cofin institut inIT 2014_2024;EC
2015-09-07;40468;2014-03-01;2015-12-31;Mesures expérimentales aux seins de mécanismes horlogers  ;EC
2014-03-10;40505;2014-06-01;2017-05-31;Multimodal Engineering and Rule-based Mining for Medical  Data;RF
2015-01-29;40508;2014-11-01;2017-04-30;linked.swissbib.ch: Erweiterung der swissbib-Plattform zu  einem Service für verlinkte Metadaten;EC
2015-01-06;40550;2014-03-01;2015-12-31;Prime à l'obtention d'un pro-jet inter-établissement avec financement exogène - Projet QCRYPT 26099 hepia (N°25457 HEIG-VD);AC
2015-01-15;40551;2014-01-01;2014-12-31;Prime à l'obtention d'un pro-jet inter-établissement avec financement exogène - Projet Agreflex 39335 hepia (N°38558 HEVS)  ;AC
2014-11-05;40553;2014-01-01;2014-12-31;"Diamond-based technology for multi-task biosensors   in drug screening and cell-activity recordings"  ;AC
2015-01-15;40598;2014-01-01;2014-12-31;I4-2013 - DG2 Automation - D_2012_A_05 - EOS;AC
2014-11-08;40599;2014-03-03;2014-06-30;Prime à l'obtention d'un pro-jet inter-établissement avec financement exogène - Projet HMD N°37195;AC
2014-10-06;40603;2014-03-01;2014-12-31;Prime à l'obtention d'un pro-jet inter-établissement avec financement exogène - Projet FACADES VEGETALISEES N° 32157;AC
2014-06-16;40612;2013-01-01;2013-12-31;Soutien financier à la participation à des activités scientifiques du domaine Travail Social 2013;AC
2014-09-03;40672;2014-03-24;2014-06-30;Rénovation du Système d'information 2  Analyse des spécifications et architecture du système;AC
2014-07-15;40682;2013-11-16;2013-11-16;"Roms en Cité" journée d'étude du 16 novembre 2013;AC
2015-09-17;40704;2014-05-01;2015-04-30;Inhabiting and Interfacing the Cloud(s) - Phase I;EC
2014-06-27;40785;2014-09-01;2015-08-31;Développement d'un instrument d'évaluation de la satisfaction des étudiants et des contenus appris lors d'enseignements par simulation dispensés en formation initiale en soins infirmiers;AN
2015-01-05;40790;2014-01-01;2020-12-31;Mandats ROLESAUR.;EC
2014-10-21;40803;2013-01-01;2015-06-30;Erreur-A annuler;AN
2014-11-11;40807;2014-05-01;2017-04-30;neXtpresso, accelerating annotation via automated approaches;EC
2015-10-01;40811;2015-01-01;2017-12-31;Variational methods and adaptive methods for fully nonlinear equations. Applications to computational economics and finance;RF
2014-10-21;40813;2013-04-01;2016-03-31;Erreur- à annuler;AN
2015-03-17;40814;2014-06-01;2016-12-31;Network of Competence & Training for Open Access and  Legal Issues in eLearning and eScience;RF
2015-10-09;40818;2015-08-01;2018-07-31;Research Data Life-Cycle Management: From Pilot Implementations to National Service Concept;EC
2015-03-17;40819;2014-05-01;2016-12-31;Learning Badges management platform: HE and LLL perspectives;RF
2015-10-01;40877;2014-07-01;2015-06-30;Serious Game for Rehabilitation;TA
2014-08-28;40896;2014-05-01;2015-10-31;Serious Game Entrepreneuriat;AN
2014-08-28;40897;2014-05-01;2014-10-31;Transmission de l'Entreprise : Cas des métiers du Bâtiment dans le canton de Genève;AN
2014-06-20;40901;2014-09-01;2016-03-31;Impact de l'utilisation de la simulation avec patients standardisés vs. des jeux de rôles sur les compétences communicationnelles des étudiants en santé : un essai contrôlé randomisé;RF
2015-01-29;40903;2014-08-01;2015-07-31;Réplication des CTAs systématiques: une approche basée sur l'hétérogénéité. Modélisation et applications en gestion du portefeuille et gestion du risque.;EC
2015-08-27;40933;2014-10-01;2016-04-30;Projet interne avril 2014 : "Les artistes en situation de handicap : pratiques, enjeux et perspectives liés à leur accompagnement ARTSITH";EC
2015-08-28;40943;2014-01-01;2014-12-31;Les Midis de la recherche 2014;AC
2015-10-09;40948;2015-01-01;2018-12-31;"LIVES - Overcoming Vulnerability : Life Course Perspectives" (LIVES);EP
2015-08-28;40951;2013-12-01;2016-06-30;Serious Game for Rehabilitation;TA
2014-07-17;40952;2014-09-01;2015-08-31;Conception et réalisation d'une plateforme numérique de formation à partir d'un observatoire de l'activité des auxiliaires de vie auprès des personnes atteintes de troubles cognitifs en institution.;RF
2014-08-20;40953;2014-01-01;2015-12-31;Mise en oeuvre de surfaces végétalisées adaptées aux changements climatiques en milieu urbain dense.  ;EC
2014-06-20;40954;2014-09-01;2015-08-30;Analyser le non recours: un enjeu pour le travail social et la santé. Le cas des personnes âgées à Genève.;RF
2014-09-10;40955;2014-09-01;2015-08-31;Projet interne avril 2014 : "Analyser le non recours : un enjeu pour le travail social et la santé. Le cas des personnes âgées à Genève";RF
2015-06-10;40965;2014-10-01;2017-09-30;Information science of anatomy related knowledge in biology and medicine;RF
